event_id,event_timestamp,car_id,train_id,location_id,event_type,loaded_flag,commodity,weight_tons
40,2024-01-01 00:00:00,CAR_00055,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
41,2024-01-01 00:00:00,CAR_00120,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
42,2024-01-01 00:00:00,CAR_00165,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
43,2024-01-01 00:00:00,CAR_00005,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
44,2024-01-01 00:00:00,CAR_00080,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
45,2024-01-01 00:00:00,CAR_00092,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
46,2024-01-01 00:00:00,CAR_00137,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
47,2024-01-01 00:00:00,CAR_00244,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
48,2024-01-01 00:00:00,CAR_00109,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
49,2024-01-01 00:00:00,CAR_00223,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
50,2024-01-01 00:00:00,CAR_00002,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
51,2024-01-01 00:00:00,CAR_00233,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
52,2024-01-01 00:00:00,CAR_00149,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
53,2024-01-01 00:00:00,CAR_00098,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
54,2024-01-01 00:00:00,CAR_00224,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
55,2024-01-01 00:00:00,CAR_00027,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
56,2024-01-01 00:00:00,CAR_00205,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
57,2024-01-01 00:00:00,CAR_00071,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
58,2024-01-01 00:00:00,CAR_00013,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
59,2024-01-01 00:00:00,CAR_00064,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
60,2024-01-01 00:00:00,CAR_00129,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
61,2024-01-01 00:00:00,CAR_00004,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
62,2024-01-01 00:00:00,CAR_00069,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
63,2024-01-01 00:00:00,CAR_00144,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
64,2024-01-01 00:00:00,CAR_00009,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
65,2024-01-01 00:00:00,CAR_00119,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
66,2024-01-01 00:00:00,CAR_00189,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
67,2024-01-01 00:00:00,CAR_00084,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
68,2024-01-01 00:00:00,CAR_00138,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
69,2024-01-01 00:00:00,CAR_00125,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
70,2024-01-01 00:00:00,CAR_00140,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
71,2024-01-01 00:00:00,CAR_00152,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
72,2024-01-01 00:00:00,CAR_00039,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
73,2024-01-01 00:00:00,CAR_00019,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
74,2024-01-01 00:00:00,CAR_00181,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
75,2024-01-01 00:00:00,CAR_00060,TRAIN_001,COAL_MINE_A,FORM_TRAIN,false,COAL,0
76,2024-01-01 00:01:00,CAR_00221,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
77,2024-01-01 00:01:00,CAR_00034,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
78,2024-01-01 00:01:00,CAR_00238,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
79,2024-01-01 00:01:00,CAR_00175,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
80,2024-01-01 00:01:00,CAR_00070,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
81,2024-01-01 00:01:00,CAR_00076,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
82,2024-01-01 00:01:00,CAR_00231,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
83,2024-01-01 00:01:00,CAR_00143,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
84,2024-01-01 00:01:00,CAR_00142,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
85,2024-01-01 00:01:00,CAR_00023,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
86,2024-01-01 00:01:00,CAR_00122,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
87,2024-01-01 00:01:00,CAR_00132,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
88,2024-01-01 00:01:00,CAR_00085,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
89,2024-01-01 00:01:00,CAR_00235,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
90,2024-01-01 00:01:00,CAR_00200,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
91,2024-01-01 00:01:00,CAR_00191,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
92,2024-01-01 00:01:00,CAR_00104,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
93,2024-01-01 00:01:00,CAR_00082,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
94,2024-01-01 00:01:00,CAR_00072,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
95,2024-01-01 00:01:00,CAR_00114,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
96,2024-01-01 00:01:00,CAR_00229,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
97,2024-01-01 00:01:00,CAR_00211,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
98,2024-01-01 00:01:00,CAR_00153,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
99,2024-01-01 00:01:00,CAR_00020,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
100,2024-01-01 00:01:00,CAR_00170,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
101,2024-01-01 00:01:00,CAR_00161,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
102,2024-01-01 00:01:00,CAR_00041,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
103,2024-01-01 00:01:00,CAR_00025,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
104,2024-01-01 00:01:00,CAR_00184,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
105,2024-01-01 00:01:00,CAR_00059,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
106,2024-01-01 00:01:00,CAR_00007,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
107,2024-01-01 00:01:00,CAR_00141,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
108,2024-01-01 00:01:00,CAR_00086,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
109,2024-01-01 00:01:00,CAR_00049,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
110,2024-01-01 00:01:00,CAR_00139,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
111,2024-01-01 00:01:00,CAR_00222,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
112,2024-01-01 00:01:00,CAR_00068,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
113,2024-01-01 00:01:00,CAR_00037,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
114,2024-01-01 00:01:00,CAR_00131,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
115,2024-01-01 00:01:00,CAR_00055,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
116,2024-01-01 00:01:00,CAR_00120,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
117,2024-01-01 00:01:00,CAR_00165,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
118,2024-01-01 00:01:00,CAR_00005,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
119,2024-01-01 00:01:00,CAR_00080,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
120,2024-01-01 00:01:00,CAR_00092,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
121,2024-01-01 00:01:00,CAR_00137,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
122,2024-01-01 00:01:00,CAR_00244,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
123,2024-01-01 00:01:00,CAR_00109,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
124,2024-01-01 00:01:00,CAR_00223,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
125,2024-01-01 00:01:00,CAR_00002,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
126,2024-01-01 00:01:00,CAR_00233,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
127,2024-01-01 00:01:00,CAR_00149,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
128,2024-01-01 00:01:00,CAR_00098,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
129,2024-01-01 00:01:00,CAR_00224,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
130,2024-01-01 00:01:00,CAR_00027,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
131,2024-01-01 00:01:00,CAR_00205,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
132,2024-01-01 00:01:00,CAR_00071,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
133,2024-01-01 00:01:00,CAR_00013,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
134,2024-01-01 00:01:00,CAR_00064,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
135,2024-01-01 00:01:00,CAR_00129,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
136,2024-01-01 00:01:00,CAR_00004,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
137,2024-01-01 00:01:00,CAR_00069,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
138,2024-01-01 00:01:00,CAR_00144,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
139,2024-01-01 00:01:00,CAR_00009,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
140,2024-01-01 00:01:00,CAR_00119,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
141,2024-01-01 00:01:00,CAR_00189,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
142,2024-01-01 00:01:00,CAR_00084,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
143,2024-01-01 00:01:00,CAR_00138,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
144,2024-01-01 00:01:00,CAR_00125,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
145,2024-01-01 00:01:00,CAR_00140,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
146,2024-01-01 00:01:00,CAR_00152,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
147,2024-01-01 00:01:00,CAR_00039,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
148,2024-01-01 00:01:00,CAR_00019,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
149,2024-01-01 00:01:00,CAR_00181,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
150,2024-01-01 00:01:00,CAR_00060,TRAIN_001,COAL_MINE_A,LOAD_START,false,COAL,0
151,2024-01-01 06:00:00,CAR_00185,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
152,2024-01-01 06:00:00,CAR_00065,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
153,2024-01-01 06:00:00,CAR_00097,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
154,2024-01-01 06:00:00,CAR_00112,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
155,2024-01-01 06:00:00,CAR_00169,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
156,2024-01-01 06:00:00,CAR_00089,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
157,2024-01-01 06:00:00,CAR_00226,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
158,2024-01-01 06:00:00,CAR_00228,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
159,2024-01-01 06:00:00,CAR_00242,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
160,2024-01-01 06:00:00,CAR_00145,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
161,2024-01-01 06:00:00,CAR_00103,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
162,2024-01-01 06:00:00,CAR_00212,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
163,2024-01-01 06:00:00,CAR_00190,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
164,2024-01-01 06:00:00,CAR_00043,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
165,2024-01-01 06:00:00,CAR_00168,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
166,2024-01-01 06:00:00,CAR_00006,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
167,2024-01-01 06:00:00,CAR_00102,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
168,2024-01-01 06:00:00,CAR_00040,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
169,2024-01-01 06:00:00,CAR_00096,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
170,2024-01-01 06:00:00,CAR_00061,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
171,2024-01-01 06:00:00,CAR_00188,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
172,2024-01-01 06:00:00,CAR_00107,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
173,2024-01-01 06:00:00,CAR_00216,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
174,2024-01-01 06:00:00,CAR_00042,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
175,2024-01-01 06:00:00,CAR_00243,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
176,2024-01-01 06:00:00,CAR_00198,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
177,2024-01-01 06:00:00,CAR_00178,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
178,2024-01-01 06:00:00,CAR_00127,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
179,2024-01-01 06:00:00,CAR_00166,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
180,2024-01-01 06:00:00,CAR_00099,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
181,2024-01-01 06:00:00,CAR_00204,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
182,2024-01-01 06:00:00,CAR_00115,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
183,2024-01-01 06:00:00,CAR_00062,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
184,2024-01-01 06:00:00,CAR_00075,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
185,2024-01-01 06:00:00,CAR_00073,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
186,2024-01-01 06:00:00,CAR_00121,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
187,2024-01-01 06:00:00,CAR_00155,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
188,2024-01-01 06:00:00,CAR_00173,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
189,2024-01-01 06:00:00,CAR_00179,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
190,2024-01-01 06:00:00,CAR_00045,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
191,2024-01-01 06:00:00,CAR_00108,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
192,2024-01-01 06:00:00,CAR_00030,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
193,2024-01-01 06:00:00,CAR_00249,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
194,2024-01-01 06:00:00,CAR_00058,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
195,2024-01-01 06:00:00,CAR_00067,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
196,2024-01-01 06:00:00,CAR_00187,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
197,2024-01-01 06:00:00,CAR_00014,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
198,2024-01-01 06:00:00,CAR_00239,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
199,2024-01-01 06:00:00,CAR_00192,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
200,2024-01-01 06:00:00,CAR_00124,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
201,2024-01-01 06:00:00,CAR_00230,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
202,2024-01-01 06:00:00,CAR_00151,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
203,2024-01-01 06:00:00,CAR_00116,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
204,2024-01-01 06:00:00,CAR_00246,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
205,2024-01-01 06:00:00,CAR_00024,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
206,2024-01-01 06:00:00,CAR_00203,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
207,2024-01-01 06:00:00,CAR_00015,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
208,2024-01-01 06:00:00,CAR_00001,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
209,2024-01-01 06:00:00,CAR_00160,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
210,2024-01-01 06:00:00,CAR_00100,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
211,2024-01-01 06:00:00,CAR_00176,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
212,2024-01-01 06:00:00,CAR_00162,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
213,2024-01-01 06:00:00,CAR_00022,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
214,2024-01-01 06:00:00,CAR_00091,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
215,2024-01-01 06:00:00,CAR_00227,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
216,2024-01-01 06:00:00,CAR_00090,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
217,2024-01-01 06:00:00,CAR_00213,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
218,2024-01-01 06:00:00,CAR_00048,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
219,2024-01-01 06:00:00,CAR_00077,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
220,2024-01-01 06:00:00,CAR_00134,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
221,2024-01-01 06:00:00,CAR_00214,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
222,2024-01-01 06:00:00,CAR_00021,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
223,2024-01-01 06:00:00,CAR_00154,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
224,2024-01-01 06:00:00,CAR_00147,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
225,2024-01-01 06:00:00,CAR_00003,TRAIN_002,COAL_MINE_A,FORM_TRAIN,false,COAL,0
226,2024-01-01 12:00:00,CAR_00194,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
227,2024-01-01 12:00:00,CAR_00063,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
228,2024-01-01 12:00:00,CAR_00206,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
229,2024-01-01 12:00:00,CAR_00051,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
230,2024-01-01 12:00:00,CAR_00172,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
231,2024-01-01 12:00:00,CAR_00196,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
232,2024-01-01 12:00:00,CAR_00031,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
233,2024-01-01 12:00:00,CAR_00182,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
234,2024-01-01 12:00:00,CAR_00240,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
235,2024-01-01 12:00:00,CAR_00044,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
236,2024-01-01 12:00:00,CAR_00128,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
237,2024-01-01 12:00:00,CAR_00035,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
238,2024-01-01 12:00:00,CAR_00026,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
239,2024-01-01 12:00:00,CAR_00135,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
240,2024-01-01 12:00:00,CAR_00117,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
241,2024-01-01 12:00:00,CAR_00074,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
242,2024-01-01 12:00:00,CAR_00123,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
243,2024-01-01 12:00:00,CAR_00180,TRAIN_003,COAL_MINE_A,FORM_TRAIN,false,COAL,0
